gene	colon epithelial cell	endothelial cell of artery	endothelial cell of lymphatic vessel	enteric neuron	enteric smooth muscle cell	enterocyte	enteroendocrine cell	epithelial cell	erythroblast	fibroblast	hematopoietic cell	interstitial cell of Cajal	intestine goblet cell	mesodermal cell	mesothelial cell	myofibroblast cell	neural crest cell	pericyte	progenitor cell	stem cell	vein endothelial cell
BMP7	0.2876	0.0121	0.0185	0.1027	0.0172	0.0138	0.0389	0.0313	0.0063	0.3514	0.0143	0.1327	0.0200	0.1438	0.0694	0.0354	0.0143	0.0335	0.0639	0.0326	0.0096
ENSG00000226308	0.0073	0.0000	0.0000	0.0010	0.0001	0.0001	0.0000	0.0000	0.0000	0.0022	0.0000	0.0000	0.0008	0.0016	0.0000	0.0005	0.0003	0.0000	0.0016	0.0009	0.0000
RAE1	0.4387	0.2617	0.3420	0.4598	0.3278	0.4229	0.3331	0.5072	0.0511	0.3109	0.3632	0.3900	0.3912	0.4482	0.3182	0.3208	0.4917	0.2934	0.4511	0.3612	0.3005
RBM38-AS1	0.0047	0.0022	0.0000	0.0028	0.0072	0.0019	0.0011	0.0000	0.0003	0.0044	0.0028	0.0025	0.0017	0.0083	0.0008	0.0057	0.0018	0.0047	0.0043	0.0019	0.0035
RBM38	0.1221	0.1941	0.1466	0.0812	0.4270	0.0453	0.0751	0.0711	0.3220	0.0395	0.1908	0.0391	0.0647	0.0600	0.0861	0.0942	0.1150	0.0660	0.0734	0.0450	0.1193
CTCFL	0.0008	0.0000	0.0000	0.0000	0.0022	0.0011	0.0012	0.0000	0.0002	0.0006	0.0011	0.0000	0.0023	0.0016	0.0046	0.0000	0.0013	0.0024	0.0008	0.0021	0.0063
PCK1	0.0969	0.0000	0.0000	0.0024	0.0016	0.0529	0.0163	0.0747	0.0043	0.0003	0.0000	0.0000	0.0255	0.0005	0.0017	0.0013	0.0025	0.0000	0.0545	0.0298	0.0020
ZBP1	0.0000	0.0000	0.0000	0.0010	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0019	0.0000	0.0000	0.0001	0.0000	0.0000	0.0005	0.0000	0.0003	0.0000	0.0000
PMEPA1	0.0181	0.3084	0.2541	0.1423	0.1301	0.0112	0.0352	0.0129	0.0096	0.1778	0.0733	0.1419	0.0180	0.0958	0.0576	0.3117	0.2520	0.3370	0.0256	0.0145	0.2145
NKILA	0.0068	0.0177	0.0304	0.0125	0.0312	0.0023	0.0079	0.0063	0.0000	0.0230	0.0089	0.0357	0.0046	0.0279	0.0120	0.0403	0.0287	0.0238	0.0103	0.0048	0.0119
ENSG00000203971	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0025	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000
CIMIP1	0.0000	0.0000	0.0000	0.0012	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000
RAB22A	0.1751	0.2712	0.2351	0.2117	0.2572	0.1350	0.1614	0.1680	0.0150	0.2166	0.1784	0.2595	0.1073	0.2348	0.2271	0.2549	0.2039	0.2502	0.1840	0.1102	0.2166
VAPB	0.2993	0.2984	0.3021	0.3447	0.3470	0.2559	0.2627	0.1618	0.0515	0.2529	0.1567	0.3300	0.2260	0.3322	0.3021	0.3084	0.3661	0.2639	0.3025	0.2435	0.2929
APCDD1L	0.0001	0.0000	0.0000	0.0050	0.0141	0.0001	0.0000	0.0000	0.0000	0.0017	0.0000	0.0000	0.0003	0.0044	0.0006	0.0101	0.0104	0.0000	0.0000	0.0000	0.0010
ENSG00000254620	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0002	0.0011	0.0000	0.0000	0.0000	0.0002	0.0002
LINC01711	0.0017	0.0034	0.0000	0.0007	0.0057	0.0003	0.0000	0.0000	0.0000	0.0007	0.0020	0.0035	0.0000	0.0028	0.0008	0.0045	0.0010	0.0005	0.0003	0.0000	0.0011
STX16	0.2031	0.3668	0.3799	0.3056	0.3493	0.1632	0.2921	0.1885	0.0438	0.2869	0.2760	0.3042	0.1826	0.3605	0.3383	0.3144	0.3602	0.2936	0.2334	0.2098	0.2597
STX16-NPEPL1	0.0015	0.0007	0.0000	0.0054	0.0044	0.0009	0.0000	0.0000	0.0000	0.0016	0.0029	0.0060	0.0010	0.0031	0.0024	0.0013	0.0027	0.0006	0.0003	0.0015	0.0028
NPEPL1	0.1216	0.1997	0.1871	0.1063	0.1298	0.0774	0.1452	0.0871	0.0085	0.0862	0.0871	0.1313	0.1100	0.0882	0.1758	0.1320	0.1124	0.1008	0.1170	0.0798	0.1572
ENSG00000268649	0.0032	0.0000	0.0000	0.0018	0.0018	0.0019	0.0009	0.0000	0.0000	0.0013	0.0000	0.0026	0.0017	0.0052	0.0066	0.0017	0.0045	0.0043	0.0015	0.0016	0.0014
GNAS-AS1	0.0081	0.0000	0.0000	0.0116	0.0086	0.0066	0.0133	0.0151	0.0033	0.0119	0.0030	0.0113	0.0057	0.0121	0.0155	0.0097	0.0134	0.0135	0.0063	0.0047	0.0058
GNAS	2.5134	9.0669	7.1342	3.9545	5.2710	1.8495	3.6047	2.2147	0.7329	3.1171	3.2970	5.9758	2.3784	7.1275	5.3770	3.9090	3.2044	3.5742	2.2997	1.9334	3.8917
ENSG00000225806	0.0029	0.0036	0.0028	0.0038	0.0031	0.0049	0.0035	0.0100	0.0007	0.0030	0.0029	0.0090	0.0032	0.0027	0.0047	0.0015	0.0011	0.0010	0.0041	0.0076	0.0025
ENSG00000270951	0.0007	0.0000	0.0000	0.0005	0.0005	0.0004	0.0000	0.0000	0.0000	0.0004	0.0000	0.0010	0.0004	0.0002	0.0003	0.0000	0.0005	0.0000	0.0001	0.0000	0.0000
NELFCD	0.6707	0.6837	0.7416	0.8641	0.7496	0.5123	0.6293	0.5705	0.1316	0.6313	0.3969	0.9689	0.4689	0.8614	0.7134	0.7780	0.7992	0.7031	0.5869	0.5182	0.6144
CTSZ	0.3874	1.1217	0.3541	0.0730	0.2300	0.2138	0.2323	0.2047	0.0421	0.2509	1.5773	0.4518	0.2040	0.2775	0.2830	0.3330	0.1201	0.1973	0.2176	0.1873	0.2645
TUBB1	0.0010	0.0000	0.0038	0.0015	0.0013	0.0002	0.0067	0.0000	0.0922	0.0023	0.5244	0.0050	0.0009	0.0015	0.0026	0.0029	0.0017	0.0000	0.0009	0.0009	0.0140
ATP5F1E	8.1571	17.8038	34.7208	9.8397	11.1017	7.7179	9.6635	5.4528	5.8376	10.2163	16.5056	13.3431	7.7497	9.3414	10.0092	12.2610	7.6830	10.4696	6.4129	6.4624	12.0902
PRELID3B	0.3880	0.4275	0.3488	0.5083	0.3711	0.4707	0.5926	0.4926	0.1728	0.2235	0.2915	0.2953	0.4906	0.3018	0.3339	0.2598	0.3918	0.2788	0.5225	0.4789	0.2891
ZNF831	0.0000	0.0000	0.0433	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0027	0.0000	0.0003	0.0008	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004
EDN3	0.0901	0.0273	0.0151	0.0358	1.3230	0.0141	0.0375	0.0202	0.0221	0.1562	0.0458	3.4865	0.0136	1.7352	1.6578	0.4038	0.0437	0.1121	0.0207	0.0329	0.0174
ENSG00000225129	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
PHACTR3	0.0029	0.0011	0.0054	0.3912	0.0097	0.0098	0.0231	0.0115	0.0051	0.0034	0.0063	0.0025	0.0088	0.0108	0.0253	0.0030	0.0711	0.0052	0.0126	0.0151	0.0411
SYCP2	0.0019	0.0178	0.0112	0.0091	0.0109	0.0040	0.0010	0.0102	0.0005	0.0208	0.0143	0.0104	0.0021	0.0138	0.0066	0.0077	0.0096	0.0236	0.0070	0.0026	0.0224
FAM217B	0.1031	0.0730	0.0815	0.4186	0.2757	0.1238	0.1200	0.1056	0.0150	0.2188	0.1908	0.1992	0.1046	0.2925	0.3562	0.1775	0.3587	0.2033	0.1483	0.1373	0.1187
PPP1R3D	0.0245	0.0347	0.0133	0.0558	0.0627	0.0336	0.0288	0.0437	0.0018	0.0611	0.0377	0.0799	0.0239	0.0664	0.0821	0.0501	0.0481	0.0431	0.0431	0.0449	0.0448
CDH26	0.0019	0.0009	0.0407	0.0002	0.0053	0.0015	0.0010	0.0000	0.0000	0.0016	0.0092	0.0000	0.0021	0.0034	0.0025	0.0000	0.0005	0.0010	0.0005	0.0017	0.0035
ENSG00000276093	0.0000	0.0000	0.0000	0.0029	0.0007	0.0001	0.0000	0.0000	0.0000	0.0008	0.0000	0.0024	0.0000	0.0018	0.0000	0.0004	0.0016	0.0006	0.0002	0.0000	0.0004
MIR646HG	0.0034	0.0005	0.0315	0.0079	0.0091	0.0046	0.0011	0.0000	0.0012	0.0084	0.0141	0.0256	0.0015	0.0063	0.0098	0.0101	0.0090	0.0109	0.0034	0.0069	0.0001
CDH4	0.0524	0.0000	0.0038	0.0419	0.0095	0.0023	0.0053	0.0000	0.0000	0.0070	0.0000	0.0008	0.0000	0.0023	0.0406	0.0028	0.0575	0.0021	0.0005	0.0000	0.0000
ENSG00000277270	0.0001	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000
ENSG00000179253	0.0011	0.0000	0.0000	0.0006	0.0026	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0032	0.0000	0.0023	0.0027	0.0016	0.0000	0.0000	0.0000	0.0000	0.0000
TAF4	0.0590	0.0724	0.0996	0.1130	0.0710	0.0575	0.0718	0.0671	0.0109	0.0659	0.0751	0.0435	0.0795	0.0892	0.0572	0.0609	0.0998	0.0750	0.0601	0.0479	0.0748
ENSG00000283078	0.0046	0.0000	0.0000	0.0057	0.0033	0.0027	0.0032	0.0000	0.0000	0.0047	0.0000	0.0024	0.0014	0.0063	0.0011	0.0029	0.0033	0.0044	0.0045	0.0063	0.0058
LSM14B	0.1049	0.0594	0.0622	0.1308	0.1239	0.0838	0.1213	0.0752	0.0125	0.1155	0.0852	0.0913	0.1157	0.1375	0.1144	0.1046	0.1423	0.1231	0.1030	0.0882	0.0864
PSMA7	2.5099	5.9265	5.3878	4.7134	3.0866	2.6723	3.3603	2.5594	0.9148	3.2190	3.8683	4.0761	2.9517	2.9627	2.8414	3.3098	3.6094	3.5388	2.6556	2.4446	5.3496
SS18L1	0.0657	0.1217	0.1041	0.1770	0.0688	0.0433	0.1259	0.0813	0.0145	0.0720	0.0688	0.0547	0.0522	0.0883	0.0868	0.0588	0.0831	0.0599	0.0726	0.0403	0.0829
MTG2	0.0945	0.0865	0.0810	0.1346	0.0985	0.0964	0.0996	0.0729	0.0250	0.1187	0.0898	0.1557	0.0830	0.1329	0.1140	0.1086	0.1192	0.1113	0.1081	0.0823	0.1081
HRH3	0.0011	0.0000	0.0000	0.1086	0.0000	0.0001	0.0000	0.0000	0.0012	0.0006	0.0013	0.0000	0.0000	0.0002	0.0017	0.0010	0.0049	0.0000	0.0002	0.0001	0.0007
OSBPL2	0.1544	0.1567	0.3234	0.1119	0.0993	0.1036	0.1536	0.1453	0.0172	0.0919	0.1128	0.0968	0.1012	0.0918	0.1069	0.0906	0.0851	0.0735	0.1290	0.0946	0.2163
ADRM1	0.4345	1.2091	1.0807	0.7579	0.5575	0.4611	0.5321	0.4350	0.2365	0.5692	0.7353	0.7229	0.4990	0.4980	0.4780	0.5499	0.6391	0.6331	0.4209	0.4113	1.0594
ENSG00000226332	0.0200	0.0119	0.0000	0.0058	0.0530	0.0032	0.0092	0.0041	0.0000	0.0173	0.0000	0.0061	0.0070	0.0079	0.0929	0.0034	0.0015	0.0047	0.0044	0.0071	0.0036
LAMA5	0.3392	0.6676	0.0439	0.1132	0.5801	0.0691	0.1635	0.1505	0.0235	0.3441	0.0336	0.0635	0.0855	0.1579	1.0343	0.0500	0.0475	0.1737	0.0757	0.0797	0.1674
LAMA5-AS1	0.0001	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0005	0.0003	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000
RPS21-DT	0.0444	0.0223	0.0448	0.0386	0.0313	0.0381	0.0833	0.0505	0.0134	0.0263	0.0107	0.0205	0.0433	0.0316	0.0403	0.0273	0.0343	0.0352	0.0529	0.0387	0.0265
RPS21	23.1521	12.1438	16.9474	13.1445	12.7107	16.8903	17.9731	13.1855	2.6835	13.8871	18.4018	13.0608	16.5937	16.1029	18.6043	13.5153	14.8004	12.0394	19.1945	19.5174	18.2053
CABLES2	0.0279	0.0110	0.0198	0.0308	0.0417	0.0288	0.0520	0.0093	0.0060	0.0402	0.0247	0.0289	0.0630	0.0576	0.0323	0.0281	0.0338	0.0347	0.0455	0.0319	0.0367
RBBP8NL	0.0850	0.0048	0.0086	0.0038	0.0034	0.3102	0.1968	0.0937	0.0036	0.0014	0.0011	0.0026	0.3274	0.0014	0.0029	0.0038	0.0018	0.0034	0.2559	0.2762	0.0003
ENSG00000233017	0.0051	0.0039	0.0000	0.0022	0.0027	0.0676	0.0569	0.0000	0.0055	0.0091	0.0028	0.0000	0.1002	0.0046	0.0016	0.0046	0.0034	0.0014	0.1537	0.1225	0.0026
GATA5	0.0425	0.0016	0.0138	0.0088	0.0065	0.5491	0.4233	0.1459	0.0424	0.0696	0.0048	0.0015	0.5284	0.0049	0.0925	0.0098	0.0043	0.0186	0.6262	0.5050	0.0098
ENSG00000272050	0.0011	0.0028	0.0000	0.0000	0.0000	0.0096	0.0019	0.0000	0.0004	0.0004	0.0000	0.0013	0.0052	0.0000	0.0005	0.0000	0.0000	0.0008	0.0044	0.0100	0.0000
CRMA	0.0029	0.0004	0.0000	0.0024	0.2743	0.0003	0.0006	0.0000	0.0005	0.0056	0.0044	0.0039	0.0002	0.0484	0.0772	0.0615	0.0022	0.0109	0.0010	0.0007	0.0008
MIR1-1HG	0.0000	0.0000	0.0000	0.0000	0.0057	0.0000	0.0000	0.0000	0.0012	0.0000	0.0000	0.0000	0.0000	0.0012	0.0007	0.0014	0.0000	0.0007	0.0000	0.0000	0.0002
ENSG00000264490	0.0000	0.0000	0.0000	0.0000	0.0014	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENSG00000229882	0.0000	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENSG00000167046	0.0006	0.0012	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0004	0.0007	0.0000	0.0000	0.0001	0.0040	0.0000	0.0005	0.0000	0.0000	0.0000	0.0000
SLCO4A1	0.0053	0.0209	0.0073	0.0065	0.0204	0.0087	0.0105	0.0000	0.0008	0.0011	0.0086	0.0067	0.0088	0.0078	0.0614	0.0013	0.0143	0.0000	0.0138	0.0101	0.0243
SLCO4A1-AS2	0.0088	0.0069	0.0000	0.0000	0.0001	0.0054	0.0053	0.0038	0.0000	0.0007	0.0038	0.0000	0.0048	0.0005	0.0023	0.0012	0.0000	0.0000	0.0058	0.0030	0.0007
ENSG00000276317	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0018	0.0000	0.0006	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
NTSR1	0.0017	0.0031	0.0000	0.0046	0.0027	0.0041	0.0077	0.0066	0.0012	0.0011	0.0000	0.0396	0.0060	0.0050	0.0055	0.0000	0.0111	0.0004	0.0118	0.0090	0.0000
ENSG00000223669	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000
LINC00659	0.0022	0.0000	0.0000	0.0008	0.0000	0.0056	0.0059	0.0033	0.0000	0.0006	0.0000	0.0000	0.0052	0.0000	0.0007	0.0000	0.0000	0.0000	0.0035	0.0027	0.0001
MRGBP	0.1313	0.2019	0.1122	0.1431	0.1588	0.1000	0.0982	0.1079	0.0187	0.1644	0.1218	0.1461	0.1117	0.1956	0.1522	0.1072	0.2012	0.1311	0.1262	0.1081	0.1824
OGFR-AS1	0.0001	0.0000	0.0000	0.0014	0.0007	0.0009	0.0000	0.0000	0.0019	0.0004	0.0019	0.0000	0.0008	0.0003	0.0011	0.0008	0.0013	0.0000	0.0004	0.0007	0.0004
OGFR	0.1615	0.3358	0.1775	0.2582	0.2371	0.1914	0.1683	0.1447	0.0296	0.3063	0.4759	0.3298	0.1685	0.3365	0.3391	0.3083	0.2341	0.2707	0.1820	0.1616	0.3170
COL9A3	0.0185	0.9045	1.8194	0.2918	0.0447	0.0050	0.0170	0.0073	0.0360	1.0512	0.0469	0.3684	0.0014	0.1682	4.4234	0.7349	0.6218	0.0960	0.0088	0.0567	0.5160
TCFL5	0.0138	0.1497	0.2272	0.0368	0.0254	0.0079	0.0116	0.0014	0.0032	0.0409	0.0155	0.0222	0.0079	0.0397	0.0377	0.0320	0.0319	0.0372	0.0095	0.0122	0.0804
DIDO1	0.2173	0.2393	0.2605	0.3178	0.2879	0.1455	0.1640	0.1592	0.0398	0.2928	0.1411	0.3174	0.1720	0.3279	0.2489	0.2428	0.2783	0.2617	0.1792	0.1486	0.2324
ENSG00000273759	0.0087	0.0144	0.0203	0.0033	0.0070	0.0085	0.0095	0.0100	0.0000	0.0220	0.0155	0.0036	0.0084	0.0074	0.0144	0.0056	0.0055	0.0190	0.0070	0.0055	0.0172
GID8	0.5573	0.5032	0.4634	0.5150	0.4615	0.4053	0.4258	0.4236	0.1797	0.4369	0.4048	0.5189	0.4216	0.5197	0.4444	0.4988	0.5080	0.4561	0.4749	0.3863	0.4561
SLC17A9	0.1095	0.0137	0.0047	0.0022	0.0339	0.0769	0.0669	0.1047	0.0006	0.0097	0.0576	0.0014	0.0899	0.0059	0.0057	0.0073	0.0046	0.0144	0.0700	0.0667	0.0166
HAR1B	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0001	0.0015	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
HAR1A	0.0000	0.0000	0.0000	0.0000	0.0002	0.0001	0.0004	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0010	0.0000	0.0000	0.0000
ENSG00000260416	0.0002	0.0010	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0001
YTHDF1	0.1166	0.1456	0.1536	0.1655	0.1256	0.1102	0.1788	0.0874	0.0248	0.1402	0.1408	0.1146	0.1255	0.1395	0.0945	0.1171	0.1416	0.0935	0.1317	0.1013	0.1653
ENSG00000273821	0.0034	0.0018	0.0000	0.0012	0.0007	0.0012	0.0025	0.0000	0.0000	0.0002	0.0018	0.0000	0.0004	0.0004	0.0026	0.0003	0.0051	0.0000	0.0010	0.0022	0.0011
BIRC7	0.0043	0.0000	0.0190	0.0050	0.0002	0.0041	0.0034	0.0000	0.0000	0.0014	0.0124	0.0000	0.0011	0.0026	0.0000	0.0015	0.0181	0.0013	0.0005	0.0016	0.0040
NKAIN4	0.0379	0.0396	0.0357	1.7648	0.1724	0.0080	0.0292	0.0015	0.0523	0.7063	0.0355	0.6397	0.0376	0.7752	0.2202	0.6204	2.4826	0.6080	0.0167	0.0082	0.0417
FLJ16779	0.0019	0.0000	0.0139	0.0581	0.0088	0.0001	0.0004	0.0000	0.0019	0.0518	0.0031	0.0560	0.0000	0.0383	0.0084	0.0398	0.0635	0.0230	0.0008	0.0005	0.0023
ARFGAP1	0.1187	0.2301	0.2114	0.1440	0.1419	0.1077	0.1253	0.1427	0.0286	0.2299	0.1188	0.1978	0.1316	0.1864	0.1592	0.1812	0.1583	0.1345	0.1243	0.0927	0.1573
COL20A1	0.0027	0.0057	0.0038	0.2119	0.0064	0.0016	0.0076	0.0000	0.0085	0.0068	0.0037	0.0086	0.0008	0.0080	0.0148	0.0091	0.4377	0.0048	0.0034	0.0029	0.0034
CHRNA4	0.0035	0.0021	0.0038	0.0746	0.0006	0.0004	0.0170	0.0000	0.0000	0.0014	0.0022	0.0000	0.0003	0.0012	0.0010	0.0000	0.0110	0.0000	0.0004	0.0009	0.0011
ENSG00000203900	0.0001	0.0000	0.0000	0.0045	0.0000	0.0000	0.0030	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0006	0.0015	0.0000	0.0000	0.0000
KCNQ2	0.0085	0.0508	0.0192	0.9522	0.0198	0.0026	0.0465	0.0000	0.0127	0.1413	0.0124	0.0389	0.0003	0.1407	0.0393	0.0310	0.9422	0.0448	0.0036	0.0062	0.0413
KCNQ2-AS1	0.0004	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000
EEF1A2	0.0013	0.0005	0.0000	0.2879	0.0045	0.0002	0.0065	0.0000	0.0028	0.0041	0.0000	0.0000	0.0004	0.0041	0.0220	0.0009	0.0103	0.0021	0.0005	0.0009	0.0051
PPDPF	14.4377	6.1297	7.1923	9.2058	7.9858	6.4857	9.7782	6.2407	1.1348	9.5118	3.0544	11.7373	8.9238	8.2458	9.3917	7.7383	8.7938	9.5311	7.5459	6.6600	5.8792
PTK6	0.0160	0.0000	0.0000	0.0082	0.0045	0.0081	0.0020	0.0010	0.0019	0.0055	0.0011	0.0083	0.0050	0.0059	0.0069	0.0040	0.0099	0.0087	0.0157	0.0071	0.0027
ENSG00000275812	0.0006	0.0000	0.0000	0.0017	0.0002	0.0002	0.0000	0.0000	0.0000	0.0011	0.0000	0.0000	0.0016	0.0005	0.0015	0.0007	0.0007	0.0005	0.0011	0.0000	0.0002
FNDC11	0.0039	0.0112	0.0105	0.0140	0.0027	0.0008	0.0243	0.0036	0.0006	0.0021	0.0008	0.0060	0.0029	0.0035	0.0030	0.0000	0.0012	0.0027	0.0008	0.0004	0.0055
HELZ2	0.0701	0.1720	0.1447	0.0544	0.0456	0.0278	0.0499	0.0237	0.0038	0.0994	0.0291	0.0659	0.0459	0.0791	0.0406	0.0523	0.0246	0.0847	0.0311	0.0316	0.1586
GMEB2	0.0595	0.0723	0.0877	0.0533	0.0470	0.0409	0.0469	0.0196	0.0074	0.0582	0.0363	0.0592	0.0454	0.0709	0.0584	0.0542	0.0642	0.0635	0.0526	0.0336	0.0629
MHENCR	0.0610	0.0738	0.0843	0.0451	0.0288	0.0820	0.1195	0.0981	0.0072	0.0293	0.0756	0.0404	0.1054	0.0246	0.0609	0.0311	0.0366	0.0423	0.0714	0.0870	0.0760
STMN3	0.3570	0.1583	0.2133	1.4012	0.2765	0.0922	0.3669	0.0989	0.0299	0.3267	0.0994	0.7820	0.1009	0.2291	0.4354	0.4546	0.6583	0.2469	0.2060	0.1150	0.2900
RTEL1	0.0003	0.0012	0.0000	0.0011	0.0011	0.0002	0.0000	0.0000	0.0000	0.0016	0.0000	0.0000	0.0000	0.0006	0.0011	0.0018	0.0000	0.0000	0.0000	0.0000	0.0015
RTEL1-TNFRSF6B	0.0005	0.0000	0.0000	0.0007	0.0001	0.0000	0.0000	0.0000	0.0000	0.0006	0.0006	0.0000	0.0000	0.0002	0.0000	0.0009	0.0000	0.0000	0.0005	0.0009	0.0002
ARFRP1	0.2415	0.4955	0.3258	0.3029	0.2704	0.2217	0.1940	0.2457	0.0713	0.2683	0.2177	0.3037	0.2042	0.2748	0.2349	0.2875	0.2949	0.2308	0.2256	0.2185	0.3089
ZGPAT	0.0014	0.0023	0.0031	0.0019	0.0015	0.0009	0.0004	0.0000	0.0000	0.0014	0.0017	0.0000	0.0000	0.0022	0.0047	0.0014	0.0018	0.0019	0.0004	0.0001	0.0010
ENSG00000273154	0.0005	0.0035	0.0000	0.0007	0.0005	0.0002	0.0000	0.0000	0.0000	0.0008	0.0000	0.0000	0.0000	0.0005	0.0000	0.0006	0.0006	0.0004	0.0002	0.0000	0.0009
ENSG00000274501	0.0006	0.0000	0.0000	0.0019	0.0005	0.0001	0.0006	0.0000	0.0000	0.0005	0.0000	0.0027	0.0008	0.0005	0.0000	0.0000	0.0000	0.0011	0.0014	0.0008	0.0000
LIME1	0.0000	0.0000	0.0000	0.0000	0.0001	0.0005	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0001	0.0000	0.0008	0.0000	0.0002
SLC2A4RG	0.5044	0.3121	0.3753	0.1705	0.4610	0.3042	0.2813	0.3022	0.0443	0.3609	0.1409	0.5005	0.3302	0.4149	0.3249	0.3537	0.1772	0.3200	0.3258	0.2656	0.2342
ZBTB46	0.0156	0.2483	0.1766	0.0786	0.0451	0.0007	0.0084	0.0000	0.0105	0.0587	0.0374	0.0423	0.0025	0.0323	0.0307	0.0170	0.0249	0.0929	0.0027	0.0010	0.2072
ZBTB46-AS2	0.0055	0.0015	0.0000	0.0024	0.0034	0.0016	0.0014	0.0000	0.0000	0.0029	0.0026	0.0043	0.0002	0.0052	0.0040	0.0008	0.0026	0.0070	0.0033	0.0019	0.0026
ZBTB46-AS1	0.0000	0.0000	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0009
ENSG00000268858	0.0303	0.0215	0.0139	0.0299	0.0291	0.0219	0.0247	0.0333	0.0072	0.0223	0.0299	0.0260	0.0153	0.0308	0.0252	0.0253	0.0292	0.0182	0.0329	0.0251	0.0115
ABHD16B	0.0000	0.0000	0.0000	0.0006	0.0003	0.0002	0.0000	0.0000	0.0009	0.0007	0.0000	0.0000	0.0000	0.0003	0.0000	0.0013	0.0003	0.0000	0.0001	0.0000	0.0011
TPD52L2	0.4881	0.5356	1.0020	0.3672	0.6952	0.3444	0.3710	0.3380	0.1065	0.5382	0.5058	0.5975	0.3553	0.5650	0.5419	0.6342	0.4595	0.5751	0.4104	0.3503	0.5064
DNAJC5	0.1028	0.2348	0.2388	0.1640	0.1117	0.0693	0.1402	0.0371	0.0100	0.0830	0.2181	0.1151	0.0777	0.0848	0.1178	0.1003	0.1120	0.0975	0.0780	0.0753	0.1626
UCKL1	0.2542	0.2892	0.2836	0.2957	0.2007	0.2019	0.2370	0.2307	0.0202	0.1582	0.1499	0.1837	0.2122	0.1950	0.1764	0.1719	0.2064	0.2014	0.2470	0.1720	0.2299
UCKL1-AS1	0.0114	0.0170	0.0257	0.0230	0.0150	0.0050	0.0088	0.0000	0.0014	0.0129	0.0210	0.0116	0.0037	0.0116	0.0078	0.0152	0.0062	0.0059	0.0055	0.0051	0.0135
ZNF512B	0.0321	0.1641	0.0771	0.1279	0.1302	0.0144	0.0291	0.0070	0.0121	0.1608	0.0562	0.1283	0.0157	0.1461	0.1470	0.1502	0.0947	0.1279	0.0244	0.0226	0.1193
